magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami
4.8,3,7,951,172,4.035400851313713,14.833074935150677,404.5374536948092,-81.0731685203845,-21.520178547780546,1976,4,0
6.2,6,2,949,115,0.5768499699440711,107.99421448699188,127.50236165447534,-72.9574217091369,119.95548766480852,2005,8,1
4.8,10,4,757,180,0.8271619573239826,87.41643576016989,37.83185417537605,-84.08579440672865,154.5867237852745,1998,1,0
5.7,0,0,423,90,1.9802529280837933,98.26623599562001,39.716089118631615,-0.14943001272088452,46.232218410362236,1993,8,0
5.5,5,6,772,81,0.4340177348226092,166.71693633918213,311.7171914349805,18.109193253692865,-37.81973303227363,2021,5,0
4.8,2,4,738,113,4.038710637866876,156.83674450443363,40.15042183303002,-78.75364295559224,-88.54883359236506,2008,11,0
7.6,10,7,519,256,0.35064877182227927,141.31505830315626,39.95632078538887,39.82040414980497,173.56866639701417,1973,1,0
6.1,9,7,693,57,1.471673376027943,49.26572238210677,80.66573242743604,-48.52888712737841,173.88719930748903,1998,4,0
3.5,6,8,584,153,1.1383899732171545,164.1273531634965,438.43792253875415,33.336261678575895,152.99170136461248,2013,2,0
5.7,9,6,758,115,2.2193713673462065,17.551384643497546,337.35905774644783,86.74148520634421,102.8408939560149,1974,4,0
4.8,1,10,850,265,0.166085113788357,153.5992589805818,31.53552231489735,34.399056609693204,-62.71936425157743,1998,8,0
6.4,1,0,511,202,2.0399870354989016,59.0688130236494,316.7019087983692,68.97474952624952,114.12017405914702,1999,5,0
4.7,3,2,183,40,0.3574821404412073,9.679016099157007,50.672818650101604,80.67573121375213,-32.83451378237788,1998,1,0
5.4,0,7,212,104,2.0704020300841997,120.48425716333469,122.92042822359869,-2.3848112965832087,-62.36168466418374,1995,7,0
6.0,2,2,836,192,1.1967851355158252,41.630387096871985,248.86926150028,36.41849629554723,88.15152904786066,1988,1,0
6.4,8,7,431,277,1.1296427756176528,43.84280265563375,232.61840610595584,63.3544656400515,-151.32458605664777,1995,9,0
4.3,6,0,477,236,2.3216073604339202,55.08848992117887,101.12954077008591,-25.810395682610505,-162.5174196135618,2006,3,0
5.2,6,4,854,220,3.334000857758806,11.463258150453012,209.17112593080915,-42.94848301912892,-18.736669014773184,1996,12,0
5.0,10,3,754,67,3.868614114875198,31.882885955685726,56.330764933498884,80.38774310010098,-19.570031704021716,1999,3,0
4.8,3,4,140,196,2.2962313202063287,0.9251329654008544,35.85670484398345,40.73463006638724,142.4318951029806,2020,6,0
7.3,1,7,869,255,1.4179287880988773,80.17371379904162,368.9281282432629,-50.457215992351266,-134.58488533638595,2022,10,0
5.9,3,9,896,138,1.1410003842731982,15.165967935234832,49.455960978177465,-9.16498931829959,-135.6177861171314,1999,6,0
4.2,5,3,204,148,1.3030314054850107,122.87746890795582,211.59130983188828,53.36131851680568,-126.91706382903558,1972,11,0
6.4,10,10,301,98,1.322410254908399,42.412113214496706,73.4912605433458,8.471338365319582,-169.29494593394307,2012,11,0
7.6,10,3,549,75,0.702039610515958,169.8433459263319,193.20346867285204,26.99137766986003,-154.17657438663298,1976,6,0
6.5,2,2,918,281,1.949451475901213,156.82529293175747,59.7838719610603,45.67827636810944,57.55315205845406,2018,1,0
4.0,0,6,942,108,2.6828585664732016,52.099361094277484,329.28447521193453,21.961653985616508,-24.629641517696683,1978,5,0
5.0,7,2,365,187,0.22760589579302581,140.97878183820217,48.48342241579165,7.214277945995235,94.89710415168491,2022,12,0
6.8,4,2,309,198,0.2509765312992007,144.58408283966511,44.060628520792406,44.930571189799224,177.3351786893977,2010,6,0
4.8,4,10,662,153,0.7910619823350563,177.5813605405939,274.95627187945246,40.96134637779613,57.252485195640475,2011,8,0
5.9,10,9,217,39,0.07715621393811523,107.6111976322233,88.29857033463477,23.37703203297221,-161.83599457675547,1982,1,0
6.3,3,4,812,132,1.4618798035397944,14.753832235859194,128.7052969906643,-25.23790559125267,-142.35736868843705,1984,5,0
4.6,5,4,476,131,0.49488910448442747,116.43070120674857,668.5282556925364,-16.95382340395112,137.1614705332948,1974,3,0
5.4,2,5,650,278,0.848481720556161,112.49635470768634,242.8884466827335,84.67893879913754,9.898540040974154,1998,2,0
2.3,8,7,639,83,2.81267576202723,114.90310393567772,192.5849884900279,-69.77053218752535,116.94137738246638,2004,11,0
4.5,4,9,870,241,3.5542405090139173,55.28621665875807,223.91022132955817,-41.669114894489645,128.38044104097338,1996,8,0
5.2,2,5,183,115,0.64315018594188,154.74232531445992,23.395623871982206,-1.3676833432195679,153.9628349398269,1996,7,0
4.3,10,0,553,108,1.819110269705667,172.70499293197415,219.84046185244364,60.61134350588145,161.93851397509167,1977,10,0
7.1,0,7,766,220,2.310274636704626,39.18825233606727,126.07821077958015,-60.538380528648986,19.737286741190246,2001,7,0
4.1,9,7,728,40,1.2384031799897959,15.867388464596,66.4614255862364,-40.148168737570224,-57.232737987827804,1989,5,0
5.1,5,8,613,146,1.2414684207684992,35.01630597032714,225.81847861592638,-78.15632079685699,166.2713547652795,1979,12,0
5.6,1,8,704,111,4.800274248019789,147.69938506602938,264.2166161456064,37.07734788914732,17.066306160441087,1982,9,0
6.9,2,1,777,102,2.0157202995364463,121.79603426757255,207.6900371178599,-47.122301614389094,-156.86901973634002,1998,5,0
4.1,0,1,486,45,0.6320491880012042,114.48852162104279,161.7811922328322,-20.03854487922891,51.3995580215514,2004,2,0
6.7,8,2,449,270,0.1597202121726865,72.3227643196964,233.7997514513697,-10.133739534659782,31.566510142203867,1977,3,0
5.5,7,0,395,194,2.033692377081342,104.00903487205844,24.61643919400785,70.43650840916203,142.48543424209413,1998,4,0
4.5,1,3,357,279,1.705710484175098,55.417342549386134,10.829507137560611,-15.960547740377379,55.147388096812506,2000,5,0
6.0,10,3,180,282,3.921725180881473,85.89601429523303,146.74522093220403,-63.859496415255165,-54.3411271938415,2010,3,0
5.7,7,8,367,39,0.22031563159688106,142.75134510671805,142.54854334086036,4.376688901221783,167.84126125409534,1999,12,0
4.9,8,8,518,188,1.9033770192755917,176.6234875419832,559.1857662163223,83.33243903675333,108.58301495353209,1991,7,0
5.6,0,8,334,163,0.003663727970163455,167.84800624616435,193.1452678113621,19.38341538914598,46.95034261728756,1990,5,0
5.1,4,9,932,23,2.322399618967313,168.09586971232477,73.8952681951428,87.00969968290306,-74.54692677487576,1981,5,0
5.6,7,6,410,23,0.35724999276687197,72.40027227248022,5.436860056063544,61.39931560899663,-45.52549332685362,1980,6,0
6.2,10,1,912,3,0.23070213936963224,84.38217849122236,98.46045493276952,-83.52616388158569,61.189172674796396,1971,7,0
7.1,1,9,456,289,1.0287323725867885,127.01437134641668,224.71127838642576,28.511927167867526,-154.08690535320417,2019,10,0
4.3,3,4,312,180,1.3445511207517826,165.99454704923116,432.5985376151766,-38.38196203958094,-87.59498700590515,2010,10,0
7.6,6,3,673,247,1.082585211157542,25.55896668337524,143.7150139907923,10.731034016050288,77.0043360227753,1971,8,1
3.5,2,10,148,115,0.6740744545947646,54.763535488895236,313.3092344369379,-39.717865632379215,-7.193336455936475,2003,9,0
5.3,4,7,226,278,0.25409857911649236,25.064432026939713,297.8803943873474,-27.20332501104773,-35.13831666680517,1972,11,0
6.1,7,1,322,68,0.038643476127876,110.16153539270195,160.49601539928258,76.1703681157523,-125.47525593585078,1985,4,1
5.8,9,5,378,253,0.5255550040871717,55.13417943975676,200.46497860548735,-52.804226719493045,-20.934347588016266,2020,5,0
4.9,2,4,507,180,2.4118867821921963,58.69941345226322,121.77795198937051,67.33964124464947,97.44910947368419,1973,5,0
5.3,3,1,604,168,0.03341960680295808,12.764872707836263,642.6216912613417,-84.51759454731058,-84.95537541411852,1992,8,0
5.0,8,10,393,248,1.9924179287199277,62.963291125366545,265.1314937651797,-73.64222309346329,-178.05652481387614,2019,9,0
4.9,6,9,895,187,1.3964467329631503,155.24937133228536,217.08489437860968,63.84150744916744,60.661764414353826,1989,7,0
6.3,0,0,376,53,2.0877992090097766,41.95310614035029,102.75773999897652,23.500085563655162,170.14557759571892,1994,5,0
5.9,3,7,537,137,0.19402409782381635,125.13374391781181,154.96115927813648,44.50250484711904,38.457562891889836,1999,3,0
4.8,3,1,206,167,0.1605059653240506,113.33310208894667,349.082732495074,-52.30481925206624,-136.82813078623315,1987,1,0
6.4,8,6,757,102,0.026419419357441076,155.42722950644077,17.121846985418898,6.675022006218626,-64.5360867559177,2011,11,0
5.8,5,8,519,84,0.4800199578548343,23.811830577186882,26.557085252573597,42.699460242834846,132.35098129928042,1980,9,0
6.3,8,8,710,211,2.660275273284733,175.9661928621078,78.27070532138657,22.916544661847254,-96.27549326754172,1998,5,0
6.1,5,7,528,2,0.8289112414414653,104.8731562872658,82.89973629444697,-5.094221959582299,38.77052525913891,1986,9,0
4.7,5,10,474,178,2.2593903185008077,179.1853474224266,103.79270282466283,82.76108155878865,-35.038365028560776,1995,10,0
4.9,4,9,172,37,0.45324744732012934,164.07265065585315,98.79442765513627,31.708320021620153,-105.17626028892636,1992,12,0
6.2,4,8,733,238,0.4244643706285236,39.87310898035904,345.99728263613133,73.39514404342282,112.82648168328467,2021,4,1
6.1,1,1,129,168,2.43102072377096,10.10916178259636,12.121511497859359,41.35869208326261,87.41925952764848,2017,5,0
5.5,7,5,287,29,0.20840809763938895,46.015036883165074,184.94570921270127,42.38343514758296,58.17278374533555,1989,4,1
5.6,7,3,463,189,2.518204691362796,94.96145681989557,18.086943601589763,-75.59671144361772,-94.91882750324957,2014,2,0
6.8,10,3,965,24,0.05742386350729278,30.8873460717342,177.95188835644888,-25.296368066290157,-144.77147902207798,1971,12,0
4.9,0,4,899,111,0.5175062274123707,30.14275401323793,0.011691158379534272,64.50649320953852,27.417358737347826,1993,1,0
6.0,7,2,550,205,3.5052438810233877,83.26683847892755,164.69459738904126,-48.13130481322393,19.324020074196,2000,8,0
5.3,4,0,294,184,0.3462715342506528,5.988234810484516,195.64716581768963,-69.20894409183609,-112.18139663944572,1996,4,0
5.3,1,7,255,46,1.218018704125952,21.939854855808683,163.33122661156182,-31.300909805017184,-159.75119004653791,1971,5,0
6.6,1,4,271,227,1.9246546337826045,74.85504109343056,270.47508413412015,-50.32118071932949,-150.94495649016505,1983,6,1
6.3,5,2,946,38,1.3397629745080168,11.363383657433964,16.7045226103957,76.55187506276792,177.39755514458415,1973,8,0
6.3,10,9,140,15,1.382580023334365,71.41591016199528,43.95933892522987,66.23399556038362,102.09020210743813,2018,11,0
6.8,8,6,162,21,0.9151903840273985,85.32112787072012,92.00162233400437,-0.05701854907724169,151.91549134746214,1982,8,1
5.5,0,6,122,212,0.9533588135244844,81.2279905331606,109.6400556196482,-78.95810259290376,-109.7802999949092,2005,7,0
6.2,5,0,459,148,1.5224339951496377,156.4514743325557,49.07566221929554,38.62122229676814,165.80467307643664,2004,4,0
5.2,8,8,174,240,0.09870268551748151,95.41124190931184,124.16143710833722,22.214111640527634,-128.64443346966164,2013,6,0
5.8,7,1,659,271,2.1636508261047647,84.23648324604781,128.04415686369583,84.69984073112926,3.2694582839295947,1977,4,0
5.4,10,4,771,58,3.0580921359245283,73.92766417049991,171.71692907003566,10.611583248667856,118.69044639014305,1971,7,1
5.6,5,4,924,286,1.7083358921255232,147.1722080948075,605.2568232306116,-29.44912978747631,-54.07079237583142,1975,12,0
6.1,2,7,217,201,3.060711741140657,161.11018871996995,57.938351466370186,3.42390484414004,-27.061728056315815,2000,12,0
4.7,7,7,711,31,0.38341331219943486,153.58364445548116,96.91467731451465,86.26739245281294,-133.85336029232477,1979,11,0
7.6,8,6,479,161,0.8035761667232908,121.23838406365036,353.9626664676468,35.3452378559455,-135.7481232003698,2013,1,1
4.5,0,6,778,254,0.36858117876858465,24.72511427436136,189.06335963811728,30.95570482686921,43.04456092031745,1990,5,0
4.3,8,10,389,253,1.2827015935994153,49.83659450856221,297.06973015058213,-46.677313849340635,63.19165270322043,2011,10,0
6.7,5,5,539,8,1.1002223247661083,8.291351462755937,193.98490135462143,43.84845316091119,99.83970506958957,1979,12,0
6.3,5,5,767,138,2.6153842379392755,167.54833349822053,219.99720930299873,45.048929304918914,20.405538965431276,1992,10,1
6.1,3,10,106,9,0.11208991494538578,118.94373534436386,542.8424881998442,-32.887982920337045,52.47334521407012,1972,4,0
6.1,0,8,295,213,3.491203602906863,134.34531917638347,115.3528955323017,-2.9315101696716255,-175.13378218810078,2001,11,0
5.5,9,5,520,272,1.9970711294633343,56.08291312480121,142.0633439760678,-36.97140007071791,-121.6185382306123,1989,7,0
4.6,7,1,667,47,1.1364534651631135,152.21763400992162,498.8450359872162,-43.433087341628394,174.56931576608565,1979,9,0
5.6,1,1,932,110,0.7288234541567635,46.72859106752613,397.8911441656426,-85.33870735509268,-152.64233772630055,1998,5,0
4.8,0,4,292,152,0.5401458292992246,0.29587628024094315,206.22749516643213,-38.66188596240022,64.36376001368816,2010,4,0
6.5,1,3,658,122,0.6379843383902428,67.75469325372491,215.84278816525108,9.714590978089475,-116.61025210858216,2021,9,0
5.4,0,10,247,101,1.2526029354032102,102.73706657263321,234.55701923417334,-89.7117862411748,78.01869087635112,2020,5,0
4.7,0,1,886,240,0.6865000589594016,86.16687443379405,1.8065736575968074,-39.020564914259865,74.15654506631765,2015,9,0
5.2,8,2,768,190,0.03920581523876909,155.17370566378747,107.35857950883945,68.653859818185,-95.68833847628753,2003,8,0
5.9,0,6,301,216,1.2616889422550535,18.972951472110047,164.8640988149425,16.856745319324958,-82.93161628108649,2006,4,0
4.9,3,7,543,50,0.25443217808808116,99.68821931407061,24.643481124317653,19.41530833457648,55.71745689675177,1989,11,0
4.7,9,5,518,291,1.4837003515026206,92.33628296776334,143.0839019431106,-17.394425095256423,-39.56902603912309,1977,11,0
5.7,5,10,526,80,0.6653994467788877,50.65073679098934,3.2260802617335784,31.764985828633982,-109.96273090803194,1976,7,0
5.7,6,4,578,87,2.0450963638477657,148.0010602638619,147.58652158118414,-55.812102078535354,83.40465556349346,1975,5,0
5.0,1,0,574,193,2.4836113160432154,135.51275805879712,62.87451417444612,57.37442586915449,-124.5068912389197,1980,10,0
5.0,5,7,225,103,2.483020840517108,131.91465371972959,306.0914304013026,-68.99595841153803,128.03171909218077,2013,4,1
5.7,6,2,494,270,1.477157584078939,157.71464608852008,118.2077021015095,28.080243837559664,5.2810286586579025,1987,5,0
4.1,9,5,916,95,1.6522468311502676,130.1012281118738,276.254899113633,-28.593121352457054,-141.94778260345174,2020,5,1
4.1,9,2,980,197,0.515873460822347,41.73143250865076,30.694611998601005,44.55233470484583,69.86604007115437,2011,11,0
4.8,1,6,905,0,2.016459532725021,127.00128809694439,150.82021489616912,8.957619227883598,6.898694246834566,1998,9,0
5.3,1,6,675,166,2.185752040992585,55.38650641017189,208.229342302506,-8.576453073831075,-72.69927415386857,1994,12,0
5.8,9,8,424,125,1.3509937302867918,43.5914370625447,184.47184177670027,-59.503967623215544,-27.885823119412265,1990,9,0
7.0,6,4,491,80,1.5675207934108957,13.140646721932917,113.94678289477613,24.62786357118351,-72.59841230850044,2015,6,1
6.4,0,7,787,250,3.052194711563301,133.9251444625818,173.85466304949836,85.45857181567436,-85.31069913259775,1972,4,1
5.3,7,9,727,168,0.4655645580928234,127.98017315096602,246.12167097335154,58.60861648326269,-121.10096849626362,1987,2,0
5.5,10,9,539,72,0.13817953579918085,42.209905981336874,169.28027290102224,-79.19852533397787,-49.403832070508685,1993,3,0
4.5,2,7,303,140,0.37020480837052094,134.88822301034807,268.915164090865,-22.278711894985605,-89.64460572621454,2016,2,0
5.5,10,0,585,69,1.25731398924369,165.21135895683955,175.54095149634105,76.60494165424893,66.03641533941015,2007,5,0
5.2,5,4,932,261,1.188975931673366,19.445212348484265,321.78030294790756,0.5478745602638497,66.19562681879029,1979,6,0
5.8,8,2,130,244,1.0449481601458772,41.87459490961949,54.97369680325939,29.18012864547225,0.6624873200298396,1996,11,0
4.7,5,0,487,2,1.2955402493159514,135.0469429357168,113.75282144220418,74.26788220645028,100.06002988931556,1981,5,0
6.0,8,3,724,62,1.6239649318267029,49.411201231274084,208.53050483185,67.28304427557853,122.88229884217736,1976,2,0
7.0,6,7,976,48,0.19699010327221478,112.43951537106902,186.31586691458523,0.3276675972919776,28.715924676338318,1986,12,0
5.4,8,2,533,75,1.4097987985330658,14.609560403468613,277.3549497214026,-11.22366552163163,42.816658594836156,1970,5,0
5.9,1,9,936,174,1.6647979898735947,81.39644623863697,238.400583387313,-28.85532867367432,-78.16107247690853,2019,9,1
6.2,7,1,475,108,0.26741240377445186,133.03645595873155,263.48339060647993,39.423499769320415,142.1529122539871,1995,4,0
5.1,7,10,443,182,1.6301769973779594,123.57250974778546,160.73998505136962,-38.34237609512221,-171.28582400788926,1984,12,0
5.7,1,8,542,191,1.121059939580112,146.71297812164522,43.391817585344256,-45.020230842437975,-54.50311100057556,2020,10,0
5.5,3,9,678,64,0.053215345834929595,157.9413827885704,462.1918872925025,-25.875018971319577,79.84815175794819,2002,2,0
5.6,10,4,174,270,1.424183044725515,139.1730302265765,30.370303407198463,-58.10128976181744,-151.16777651838194,2006,3,1
4.7,6,6,656,99,0.5639338849701708,120.88579372900668,94.18336162877867,35.12156687023811,-114.05897012581465,2016,3,0
5.5,10,10,871,31,2.0455979110215807,5.710048526885608,40.42969733417614,20.92331687951021,32.14286203062642,2000,9,0
6.0,3,10,765,127,0.6412504298964434,96.29400121369993,17.661613292689566,-3.0818638591481573,21.59772172688085,2004,4,0
7.0,3,1,254,42,0.9346483726475898,6.785590484673502,176.19489796621957,-19.74135973292016,86.01418660714381,1970,1,0
6.5,5,8,529,77,1.4004804782914764,145.45220708088408,76.69933784090459,73.63125772141166,112.54055007174185,1977,1,0
7.7,9,8,462,288,1.344104871747152,57.73041440279236,90.11556530292799,-84.75771870196105,-133.7113517357991,1981,7,0
4.7,5,3,547,269,0.6217056691964922,101.23728734122577,186.29387708187087,48.43939383131385,-173.38284368091286,1988,7,0
6.4,9,3,333,161,2.125804173152958,50.30015531740247,49.52167331246784,72.34372291479997,68.26986707720619,1994,2,0
5.7,2,5,662,188,2.0473312542032183,140.85002598845284,76.69640561503587,-9.656175702613325,-71.49895352411068,2001,9,0
7.7,8,9,917,246,0.30497028871236287,159.57045479554245,18.265623952705383,9.124288464716415,45.35420901046331,1981,9,0
4.7,9,9,361,215,0.010560548410132764,71.75564895835151,47.689740354670384,80.00346381876682,-125.8039482975991,1982,5,0
4.7,10,9,926,167,0.7869885804557097,155.32603083197802,84.65782369332479,-51.79004724860741,-11.145583200253355,1997,3,0
4.9,1,5,224,192,0.1382781965564568,48.07350134213983,78.11775054981868,3.624272601243277,1.592908582837282,1970,3,0
3.4,5,0,344,282,1.9605957773675164,96.23896615359429,113.94642436205692,-4.55019711692168,30.628013894357792,2020,12,0
5.0,6,8,641,12,1.2234579239908148,154.5770573709667,218.66602197229028,-43.489323383333385,4.741205879003161,1975,3,0
4.7,8,1,584,239,0.6403357188323537,58.65864167084227,84.37696685026589,57.34678146715942,-1.5513227176629982,1977,6,0
5.7,2,4,221,146,0.23370636927393518,171.72760771405544,233.7101647587329,71.92810705738245,-60.215704565812004,1973,4,0
5.8,9,8,224,203,2.781578765749602,21.93831032064905,255.07731290879235,50.74786436187759,-154.37511492548896,1974,8,0
7.4,2,3,648,79,3.303343566873123,3.2895125502311218,41.9828654271347,-54.83538704725049,-147.77272915313677,1994,11,0
6.5,6,10,269,42,1.808093464078763,162.74436346407433,226.3169968777127,-74.38524560975132,-23.83982121342467,1991,11,1
4.9,3,2,223,88,0.6830871172745292,12.356759906617004,47.17585561331344,18.980007354961614,-51.91447398444251,1997,11,0
4.6,7,6,968,147,0.34005563139013506,178.5400552705485,18.265298904149603,-79.72294310822089,5.808529682819199,2008,5,0
6.0,6,5,134,94,1.8245491274665078,171.2514351562391,300.4734193321551,31.108659940455155,-70.2582590677439,1992,1,1
4.2,4,7,186,150,1.11388080138923,24.66376380653772,160.75369256308636,5.476359658903675,67.64763292391677,1973,9,0
7.3,6,2,745,1,1.4151071711215648,96.76523262466185,20.48485101274548,29.301431893859444,131.02373592342383,2021,1,0
6.7,2,4,807,21,2.5478019738022457,33.28565354408598,147.75866310532965,16.230739256953925,-72.40925203672764,1973,6,0
5.0,1,9,885,6,3.0187049010443037,77.06793114542157,203.14253043391787,-13.913537485108904,-110.52575714194971,2016,1,0
3.8,5,3,300,205,2.105878799414797,11.056523266769883,99.46259622792336,-53.84210757475891,-138.1749932685279,1990,3,0
6.9,1,3,468,113,0.6374167919423122,40.30642580338611,249.91831017163673,-34.97361555411206,41.85145460549248,2006,10,1
5.4,2,3,896,271,0.04476032541499042,65.38910335180192,146.87992517363662,4.410103359415757,-20.21184318939501,2010,5,0
6.7,5,9,176,82,1.7865797920365667,78.95655004428987,166.9279396538238,27.336256856569065,-112.31434180933597,1971,10,0
3.9,4,7,158,178,3.394072737093334,175.94932647760078,484.049199485362,50.30694303921513,55.12922398506794,1976,7,0
4.9,7,5,530,209,0.464892155111458,145.41581622311662,410.50237181495106,48.090729320830945,-126.54605411809762,2018,10,0
5.5,8,2,737,123,4.499933982474674,132.73378997615032,216.89854414092022,85.08397378699536,19.548254105262913,1985,8,0
5.5,10,9,599,112,3.9328450463616673,96.66743665355537,317.70662449794764,-38.5485392405863,9.773417385095286,1986,12,0
5.0,2,4,208,11,0.3551396245534155,151.1995969087818,529.699721338646,-77.20007252158138,84.32200842699001,1989,9,0
6.1,9,5,835,125,0.062401609104520084,61.078110418028,584.8207784972035,-27.781751602465327,-160.16052962135996,1992,6,0
4.4,2,4,377,52,1.6992855135206797,127.6018402991969,13.901668202052328,43.79300554033381,139.63425546647892,2003,11,0
5.4,2,5,167,282,1.6318131557994056,178.88111556807098,135.2978129400487,-11.13990281400686,73.077021412855,1980,9,0
5.6,5,7,168,139,0.3426113239321573,56.63320360833578,387.2607148405728,57.2019175060955,-102.1946405944456,2003,8,0
6.0,0,6,264,96,0.19276149818990718,121.32315627911412,18.758027488051866,8.878745733482688,-113.97407450049371,2002,9,0
6.2,6,4,588,4,3.7767489129200627,151.97667554742884,82.20790156257081,77.36251007349054,-24.602322908237966,1995,10,1
4.4,0,9,404,56,1.2415268282566834,164.845365003121,293.45794678455354,80.61541955983239,114.32351863605487,1971,4,0
4.0,4,5,773,68,0.5728495336942058,129.22788436921832,19.297707241360662,-77.52518891662524,123.46199753007858,1992,9,0
6.8,9,3,464,117,0.05277290097204834,51.04942621508452,1.7891499366663481,-7.8455808517636285,7.364193170177884,2010,7,0
5.8,7,8,953,58,2.3410743959871914,58.73078728241036,204.4789954410437,19.744031024922236,129.89191056722547,1991,5,0
4.8,3,3,920,32,0.2549337641043875,3.7364457823135577,76.1086191476031,-43.9429426538017,-178.0402646909914,2003,5,0
7.1,4,0,478,49,0.9245755384562501,136.95947598087173,2.1539692512136384,-16.72617971178356,-167.33713264862521,1984,1,0
5.6,3,6,442,18,0.04131471629205352,7.693129091151247,197.71263780693343,31.982677401185697,148.2557737092274,1979,2,0
6.7,3,6,998,213,1.2763056980230916,155.63742382849424,179.58716364187555,-49.18783915829494,99.11949475892976,1984,10,0
5.6,7,3,653,196,0.4940526915539958,21.358910605416984,56.72026332879793,18.35664353540143,-17.745819029861167,2011,3,0
7.6,1,2,453,46,0.24704243895295974,30.937772184466365,319.94082913439206,35.5406090695751,91.29964733207538,1998,8,1
7.3,0,7,515,166,0.6051177546045563,85.77476474980271,125.83260312426634,-73.71066400274398,164.0302062204318,1992,6,1
5.3,2,4,208,288,0.6708641111147393,132.81847473037362,438.91879871940444,-0.44472311505850826,97.9522285972626,1986,12,0
6.5,8,9,662,140,0.8666204492218568,25.020396935833983,19.09372942801447,-42.64559461364566,123.2536801745959,1978,10,0
6.1,3,6,861,83,0.26696855477348636,79.21279351196972,44.14468164077023,40.38954407964803,93.81836930042226,2019,11,0
6.9,9,3,596,181,3.0236895222526092,86.91322939381887,19.989166902968066,-55.88000846335071,-119.44400672392503,2005,5,0
4.5,4,3,440,78,2.421976179785473,38.21141550034644,16.8304762908665,70.60282479685915,120.08667947246522,1978,1,0
6.2,1,7,482,214,0.7973360992137427,20.800507802513714,164.97377396767672,-12.430559426701166,-109.76082479128439,1985,12,0
6.6,3,7,632,13,1.3813874196114946,150.5557661374151,150.97323063556013,-54.35945454464037,141.34007809589292,2005,11,0
3.7,1,1,399,214,0.4418676378205675,90.4438169572978,28.151682612904054,-11.156076656940712,-14.88603669081266,2017,12,0
4.3,1,1,238,127,3.265227938077663,2.5886224771475352,7.232515372411534,-16.42612269446498,63.71163083197027,2020,9,0
3.5,3,2,458,247,1.0307395193890374,144.5366342356387,312.55462359801186,-12.794587291132146,-0.9932947629683326,2002,3,0
5.2,5,2,935,28,1.4584215418768238,176.54288497462528,252.06095089405005,15.40103282954044,-146.16326541002326,2000,3,0
6.2,6,0,598,279,1.4189926370603412,109.06671517456452,38.483596690255744,3.8112704844367613,-75.33996925656056,1975,2,0
7.0,9,2,484,201,1.749116603791904,90.66750967513273,77.04930807024635,-63.04011629743752,174.1434674389222,1979,4,0
5.6,2,5,703,56,0.5791349830827861,158.1148553480931,105.33657201982305,-78.19576692360546,165.85731060113426,1985,12,0
7.1,2,7,379,217,1.506900580951993,171.45302214322774,26.972679301740506,41.294780770777294,-64.62471684400298,1973,2,0
4.1,9,9,736,61,0.6244020289448713,135.8166448624429,132.3352921603767,10.74913846709643,178.66684952828132,1991,9,0
3.8,5,5,582,156,2.8764317113402735,80.18152735217181,177.4338141403007,-25.379861745732526,124.39843037888386,1982,12,0
5.4,2,4,210,201,1.3393432308761302,106.59985187965928,217.64133110087585,55.50440804965331,39.945419795611684,1985,10,0
5.9,1,3,965,16,2.503624688008011,126.16836570323986,262.4667324840119,-20.14947463302775,-165.5551367060366,2021,7,1
5.5,7,2,238,5,2.6270892132624173,34.96924278032426,35.338968582088505,53.273716128109356,144.5208586338166,1998,8,0
3.4,4,3,534,57,0.6793335891326158,80.49618579895885,39.606771886742166,-34.963897047772555,20.674540535155103,1975,3,0
5.4,0,6,608,168,0.10852530503172164,149.3678276491113,150.93941993085474,-76.88784644186404,132.65141443299706,1995,6,0
4.2,2,0,372,81,1.6774160240893838,117.85056272971974,256.13155919749295,77.87514488398722,120.39448316606723,1980,10,0
6.2,9,6,198,218,0.45169407436274167,74.01673209813374,80.37242680679185,-18.980796729352832,119.88223747239101,1993,6,0
5.9,7,0,863,176,0.6420898461155563,119.40525612264264,183.4497118988966,52.68466311288802,71.34258985736582,1998,1,0
4.6,3,1,949,203,2.9298472332559147,21.280034173042775,260.2926638016238,-39.75405601998519,-75.09055007662249,1972,6,0
5.0,6,3,203,70,0.5344504327118949,72.26956990167774,130.8611626989317,26.345720182258077,-58.98230721197285,2021,3,0
4.4,9,0,313,265,0.45339402237287363,142.76313683335016,31.10353717110257,67.1959571863911,-68.95108347023292,1979,11,0
5.4,1,10,860,97,0.25070000245339186,39.69158168459664,213.76075514745264,-82.50407597880354,-172.7834401682767,1970,3,0
6.5,6,10,763,290,4.273534751789052,33.47307136033518,81.59152055619079,59.51443764349605,29.724807317332022,2021,3,0
4.5,4,10,861,207,0.7326707794221445,171.14735878495765,396.1703091739947,12.839940894947148,71.58012136057181,2012,10,0
6.0,4,8,886,1,1.0463716328268657,37.78157332552153,116.99007365753553,19.344915703542455,127.39175766907329,1995,11,0
5.0,5,5,264,123,1.6541878929748917,46.96534433703025,7.897732680051831,4.168440145076872,-129.54044398221708,1981,11,0
4.7,8,0,952,279,0.06304503598882971,174.53086900278083,23.364371946463642,67.40551859105562,15.905933631648622,1983,10,0
5.4,5,0,619,73,0.7052168208589248,132.24754264770462,174.24699051479905,-82.18199569758525,-177.11706935743817,1994,11,0
